database,retention_target,mechanism,strength,method,evaluation_target,metric,n_replicates,mean,sd,q025,q975,truth,bias,rmse
MIMIC,0.75,outcome_MNAR,strong,reference_05pct_recalibration,full_heldout,oe,300,1.0217125900899595,0.1734354480384937,0.7683454891158539,1.4142785868973573,1.0,0.0217125900899597,0.1745022206810178
MIMIC,0.75,outcome_MNAR,strong,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.3522840287865827,1.7147910409950555,-0.6180110872245637,3.2487320246041618,0.0,0.3522840287865827,1.7478016640437464
MIMIC,0.75,outcome_MNAR,strong,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.277226602717192,1.2467061496730756,0.510349697782018,3.783309242356317,1.0,0.2772266027171921,1.2751274023176429
MIMIC,0.75,outcome_MNAR,strong,reference_10pct_recalibration,full_heldout,oe,300,1.0162564892532782,0.1236323709973277,0.820022179848666,1.3011133959708288,1.0,0.0162564892532781,0.1244921151080183
MIMIC,0.75,outcome_MNAR,strong,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.1082843961020908,0.421790158396459,-0.4627825820755393,1.057955390687675,0.0,0.1082843961020908,0.4347866431177145
MIMIC,0.75,outcome_MNAR,strong,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.0849155446734868,0.3451573078045838,0.6280475213682045,1.883356651732392,1.0,0.0849155446734868,0.3548902717286948
MIMIC,0.75,outcome_MNAR,strong,reference_20pct_recalibration,full_heldout,oe,300,1.0076558082589129,0.0878633007397674,0.860770900303943,1.179941898513203,1.0,0.0076558082589128,0.0880502005577562
MIMIC,0.75,outcome_MNAR,strong,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0702216112992259,0.310038837316767,-0.3843848402380718,0.7811672898341006,0.0,0.0702216112992259,0.3173873685830033
MIMIC,0.75,outcome_MNAR,strong,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0558634570810022,0.2433991058584111,0.6856875650535348,1.5898978391539158,1.0,0.0558634570810021,0.2493318541367564
MIMIC,0.75,outcome_MNAR,strong,reference_30pct_recalibration,full_heldout,oe,300,1.0082521958332165,0.0732716059452561,0.8808895298048294,1.164859536721072,1.0,0.0082521958332164,0.0736133901751168
MIMIC,0.75,outcome_MNAR,strong,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0586214628673343,0.2666675313433837,-0.3963245681885083,0.6140835212782637,0.0,0.0586214628673343,0.2726004578265382
MIMIC,0.75,outcome_MNAR,strong,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.043090178467528,0.2073368505757033,0.6782120847845438,1.5632464499413858,1.0,0.0430901784675279,0.2114285644254171
